"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2HTMA2NQ","conferencePaper","2024","Liu, Peize; Feng, Chen; Xu, Yang; Ning, Yan; Xu, Hao; Shen, Shaojie","OmniNxt: A Fully Open-source and Compact Aerial Robot with Omnidirectional Visual Perception","2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","979-8-3503-7770-5","","10.1109/IROS58592.2024.10802134","https://ieeexplore.ieee.org/document/10802134/","Adopting omnidirectional Field of View (FoV) cameras in aerial robots vastly improves perception ability, significantly advancing aerial robotics’s capabilities in inspection, reconstruction, and rescue tasks. However, such sensors also elevate system complexity, e.g., hardware design, and corresponding algorithm, which limits researchers from utilizing aerial robots with omnidirectional FoV in their research. To bridge this gap, we propose OmniNxt, a fully open-source aerial robotics platform with omnidirectional perception. We design a high-performance flight controller Nxt-FC and a multi-fisheye camera set for OmniNxt. Meanwhile, the compatible software is carefully devised, which empowers OmniNxt to achieve accurate localization and real-time dense mapping with limited computation resource occupancy. We conducted extensive realworld experiments to validate the superior performance of OmniNxt in practical applications. All the hardware and software are open-access at3, and we provide docker images of each crucial module in the proposed system. Project page: https://hkust-aerial-robotics.github.io/OmniNxt.","2024-10-14","2025-12-01 09:24:15","2025-12-01 09:24:16","2025-12-01 09:24:15","10605-10612","","","","","","OmniNxt","","","","","IEEE","Abu Dhabi, United Arab Emirates","en","https://doi.org/10.15223/policy-029","","","","DOI.org (Crossref)","","","","/home/dorten/Zotero/storage/SEUD64VX/Liu et al. - 2024 - OmniNxt A Fully Open-source and Compact Aerial Robot with Omnidirectional Visual Perception.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS)","","","","","","","","","","","","","","",""
"RCFRQB3S","journalArticle","2025","Kantaros, Antreas; Drosos, Christos; Papoutsidakis, Michail; Pallis, Evangelos; Ganetsos, Theodore; Kantaros, Antreas; Drosos, Christos; Papoutsidakis, Michail; Pallis, Evangelos; Ganetsos, Theodore","Composite Filament Materials for 3D-Printed Drone Parts: Advancements in Mechanical Strength, Weight Optimization and Embedded Electronics","Materials","","1996-1944","10.3390/ma18112465","https://www.mdpi.com/1996-1944/18/11/2465","The rapid advancement of 3D printing technologies has greatly assisted drone manufacturing, particularly through the use of composite filaments. This ...","2025-05-24","2025-12-01 09:25:29","2025-12-01 09:25:29","2025-12-01 09:25:29","","","11","18","","","Composite Filament Materials for 3D-Printed Drone Parts","","","","","publisher","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Company: Multidisciplinary Digital Publishing Institute Distributor: Multidisciplinary Digital Publishing Institute Institution: Multidisciplinary Digital Publishing Institute Label: Multidisciplinary Digital Publishing Institute","","/home/dorten/Zotero/storage/FJLXYVCP/Kantaros et al. - 2025 - Composite Filament Materials for 3D-Printed Drone Parts Advancements in Mechanical Strength, Weight.pdf","","","3D printing; additive manufacturing; carbon-fiber-infused materials; composite filaments; drone optimization; embedded electronics; high-speed FFF; hybrid manufacturing; structural integrity; UAV fabrication","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86W8FM3N","webpage","","","3D Printing Materials For Drone Bodies (Week 8) | PDF | Composite Material | 3 D Printing","Scribd","","","","https://www.scribd.com/document/879990198/3D-Printing-Materials-for-Drone-Bodies-Week-8","This report analyzes five common 3D printing materials for drone bodies: PLA, ABS, PETG, Nylon, and carbon-fiber-reinforced composites, focusing on their tensile strength, density, durability, and cost. Recommendations include using PLA for prototyping, PETG for functional components, and Nylon or CF-Nylon for high-stress structures. The report emphasizes the importance of balancing cost and performance, particularly for outdoor applications where UV resistance is crucial.","","2025-12-01 09:29:06","2025-12-01 09:29:06","2025-12-01 09:29:06","","","","","","","","","","","","","","en","","","","","","","","","/home/dorten/Zotero/storage/LFBX3HAE/3D-Printing-Materials-for-Drone-Bodies-Week-8.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8BPSKYJ8","journalArticle","2025","Benhammou, Aissa; Hartani, Mohamed Amine; Hashim, Fatma A.; Alayed, Walaa","Six degree of freedom quadcopter stabilization using self adaptive bonobo Pareto multi objective FLC with processor in the loop validation","Scientific Reports","","2045-2322","10.1038/s41598-025-24152-y","https://www.nature.com/articles/s41598-025-24152-y","This paper introduces a comprehensive and modular control strategy for a quadcopter employing six decoupled fuzzy logic controllers, each dedicated to controlling one degree of freedom: roll, pitch, yaw, altitude, and horizontal positions (x, y). The key novelty of this work lies in the integration of a novel multi-objective Self-Adaptive Bonobo optimizer to optimize eighteen controller gains simultaneously, leveraging Pareto-front principles for the first time in this context to effectively balance tracking accuracy with control effort. The proposed controllers robustly handle the nonlinear and coupled dynamics of the quadcopter while maintaining resilience against disturbances and model uncertainties. The obtained results validate the efficacy of this approach, demonstrating significant improvements, including up to a 51% reduction in root mean square error and 76% reduction in mean absolute error in lateral motion over baseline configurations, without compromising altitude stability and with enhanced response times compared to random gains selection. Furthermore, the control scheme is validated via real-time implementation on a dSPACE 1202 Processor-in-the-Loop platform under aggressive trajectory conditions. Finally, a novel conceptual framework is proposed for deploying these optimized fuzzy controllers directly on embedded flight hardware under aggressive trajectories, creating efficient autonomous onboard control and representing a practical step towards real-world Unmanned Aerial Vehicles applications.","2025-11-17","2025-12-01 09:30:24","2025-12-01 09:30:24","2025-12-01 09:30:24","40262","","1","15","","Sci Rep","","","","","","Nature Publishing Group","","en","2025 The Author(s)","","","","www.nature.com","","","","/home/dorten/Zotero/storage/QUFIIFYJ/Benhammou et al. - 2025 - Six degree of freedom quadcopter stabilization using self adaptive bonobo Pareto multi objective FLC.pdf","","","Engineering; Mathematics and computing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RNN2WXCU","journalArticle","2022","Abdulkareem, Ademola; Oguntosin, Victoria; Popoola, Olawale M.; Idowu, Ademola A.","Modeling and Nonlinear Control of a Quadcopter for Stabilization and Trajectory Tracking","Journal of Engineering","","2314-4912","10.1155/2022/2449901","https://onlinelibrary.wiley.com/doi/abs/10.1155/2022/2449901","This paper presents an adequate mathematical representation of a quadcopter’s system dynamics and effective control techniques. A quadcopter is an unmanned aerial vehicle (UAV) that is able to do vertical take-off and landing. This study presents a nonlinear quadcopter system’s mathematical modeling and control for stabilization and trajectory tracking. The mathematical model of the system dynamics of the quadcopter is derived using Newton and Euler equations with proper references to the appropriate frame or coordinate system. A PD control algorithm is developed for the nonlinear system for stabilization. Another nonlinear control technique called full state feedback linearization (FBL) using nonlinear dynamic inversion (NDI) is developed and implemented on the quadcopter system. However, there is a problem with the normal approach of the complete derivation of the full state FBL system using NDI as gathered from the literature review. In such an approach, the PD controller that was used for attitude stabilization was able to stabilize the angles to zero states, but the position variables cannot be stabilized because the state variables are not observable. Thus, a new approach where the position variables are mapped to the angle variables which are controllable so as to drive all states to zero stability was proposed in this study. The aim of the study was achieved but the downside is that it takes a longer time to achieve this stability so it is not efficient and should only be considered when absolute zero stability is the aim without considering time efficiency. The study further investigates the problem of nonlinear quadcopter system’s mathematical modelling and control for stabilization and trajectory tracking using the feedback linearization (FBL) technique combined with the PD controller. The proposed control algorithms are implemented on the quadcopter model using MATLAB and analyzed in terms of system stabilization and trajectory tracking. The PD controller produces satisfactory results for system stabilization, but the FBL system combined with the PD controller performs better for trajectory tracking of the quadcopter system.","2022","2025-12-01 09:32:27","2025-12-01 09:32:27","2025-12-01 09:32:27","2449901","","1","2022","","","","","","","","","","en","Copyright © 2022 Ademola Abdulkareem et al.","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1155/2022/2449901","","/home/dorten/Zotero/storage/LLSEXQYG/Abdulkareem et al. - 2022 - Modeling and Nonlinear Control of a Quadcopter for Stabilization and Trajectory Tracking.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9QB3B4YY","conferencePaper","2020","Martínez, Renier; Pérez, José; Carrasquillo, Katherine; Espinoza, Albert; Fernández, Yamil","The Effects of UAV Quadcopter Propeller Tilt Angle on Flight Stability","Proceedings of the 18th LACCEI International Multi-Conference for Engineering, Education, and Technology: Engineering, Integration, And Alliances for A Sustainable Development” “Hemispheric Cooperation for Competitiveness and Prosperity on A Knowledge-Based Economy”","978-958-52071-4-1","","10.18687/LACCEI2020.1.1.316","http://laccei.org/LACCEI2020-VirtualEdition/meta/FP316.html","Unmanned Aerial vehicles (UAVs) have captivated the interest of many researchers in recent years and are currently used in a wide range of applications such as: geographic mapping, weather forecasting, aerial photography, law enforcement, and search and rescue. Many of these applications require a multirotor UAV in order to maintain a stationary position in mid-air, and thus UAVs must be designed to be as stable as possible to reduce the need for excessive flight controller corrections and positioning errors, particularly under windy conditions. This research focuses on performing an empirical study on the effects of adding an inward propeller tilt angle, a design feature commonly used to improve stability in fixed-wing aircraft, on the flight stability of a quadrotor UAV. A ready-to-fly quadrotor UAV kit was assembled, and its propellers were tilted inward at various fixed angles of 0o, 5o and 10o, and the planar motion of the UAV was computed using object visual tracking software. The results demonstrate that adding a propeller tilt angle improves quadrotor UAV flight stability.","2020","2025-12-01 09:32:49","2025-12-01 09:32:49","2025-12-01 09:32:49","","","","","","","","","","","","Latin American and Caribbean Consortium of Engineering Institutions","","en","","","","","DOI.org (Crossref)","","","","/home/dorten/Zotero/storage/B7S25UDG/Martínez et al. - 2020 - The Effects of UAV Quadcopter Propeller Tilt Angle on Flight Stability.pdf; /home/dorten/Zotero/storage/3QLCFWME/Yucel_Utku_Thesis_Implementing_Custom_Controllers_PX4.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The 18th LACCEI International Multi-Conference for Engineering, Education, and Technology: Engineering, Integration, And Alliances for A Sustainable Development” “Hemispheric Cooperation for Competitiveness and Prosperity on A Knowledge-Based Economy”","","","","","","","","","","","","","","",""
"RAE4SAH3","journalArticle","2023","Park, Chan-Young; Lee, Yoon-Ah; Jang, Jinwoo; Han, Min-Woo; Park, Chan-Young; Lee, Yoon-Ah; Jang, Jinwoo; Han, Min-Woo","Origami and Kirigami Structure for Impact Energy Absorption: Its Application to Drone Guards","Sensors","","1424-8220","10.3390/s23042150","https://www.mdpi.com/1424-8220/23/4/2150","As the use of drones grows, so too does the demand for physical protection against drone damage resulting from collisions and falls. In addition, as t...","2023-02-14","2025-12-01 09:37:16","2025-12-01 09:37:16","2025-12-01 09:37:16","","","4","23","","","Origami and Kirigami Structure for Impact Energy Absorption","","","","","publisher","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Company: Multidisciplinary Digital Publishing Institute Distributor: Multidisciplinary Digital Publishing Institute Institution: Multidisciplinary Digital Publishing Institute Label: Multidisciplinary Digital Publishing Institute","","/home/dorten/Zotero/storage/SEQMZQZ4/Park et al. - 2023 - Origami and Kirigami Structure for Impact Energy Absorption Its Application to Drone Guards.pdf","","","drone; kirigami; origami; shape memory alloy; shock absorption; soft robot","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QGDDNZLQ","preprint","2022","Petris, Paolo De; Carlson, Stephen J.; Papachristos, Christos; Alexis, Kostas","Collision-tolerant Aerial Robots: A Survey","","","","10.48550/arXiv.2212.03196","http://arxiv.org/abs/2212.03196","As aerial robots are tasked to navigate environments of increased complexity, embedding collision tolerance in their design becomes important. In this survey we review the current state-of-the-art within the niche ﬁeld of collisiontolerant micro aerial vehicles and present different design approaches identiﬁed in the literature, as well as methods that have focused on autonomy functionalities that exploit collision resilience. Subsequently, we discuss the relevance to biological systems and provide our view on key directions of future fruitful research.","2022-12-06","2025-12-01 09:37:51","2025-12-01 09:37:52","2025-12-01 09:37:51","","","","","","","Collision-tolerant Aerial Robots","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2212.03196 [cs]","Comment: 12 pages, 1 figure","/home/dorten/Zotero/storage/35BPN5CK/Petris et al. - 2022 - Collision-tolerant Aerial Robots A Survey.pdf","","","Computer Science - Robotics","","","","","","","","","","","","","","","","","","","arXiv:2212.03196","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2IC7HKCJ","webpage","","","The Tortoise and the Mathematician: A Tale of Geometry – theGIST","","","","","https://the-gist.org/2018/06/the-tortoise-and-the-mathematician-a-tale-of-geometry/","","","2025-12-01 09:39:35","2025-12-01 09:39:35","2025-12-01 09:39:35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KUF8AM6U","preprint","2025","Hegre, Sindre M.; Rehberg, Welf; Kulkarni, Mihir; Alexis, Kostas","A Neural Network Mode for PX4 on Embedded Flight Controllers","","","","10.48550/arXiv.2505.00432","http://arxiv.org/abs/2505.00432","This paper contributes an open-sourced implementation of a neural-network based controller framework within the PX4 stack. We develop a custom module for inference on the microcontroller while retaining all of the functionality of the PX4 autopilot. Policies trained in the Aerial Gym Simulator are converted to the TensorFlow Lite format and then built together with PX4 and flashed to the flight controller. The policies substitute the control-cascade within PX4 to offer an end-to-end position-setpoint tracking controller directly providing normalized motor RPM setpoints. Experiments conducted in simulation and the real-world show similar tracking performance. We thus provide a flight-ready pipeline for testing neural control policies in the real world. The pipeline simplifies the deployment of neural networks on embedded flight controller hardware thereby accelerating research on learning-based control. Both the Aerial Gym Simulator and the PX4 module are open-sourced at https://github.com/ntnu-arl/aerial_gym_ simulator and https://github.com/SindreMHegre/ PX4-Autopilot-public/tree/for_paper.","2025-05-01","2025-12-01 09:43:07","2025-12-01 09:43:08","2025-12-01 09:43:07","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2505.00432 [cs]","Comment: 4 pages. Accepted to the Workshop on 25 Years of Aerial Robotics: Challenges and Opportunities (ICRA 2025)","/home/dorten/Zotero/storage/65VFI6LW/Hegre et al. - 2025 - A Neural Network Mode for PX4 on Embedded Flight Controllers.pdf","","","Computer Science - Robotics","","","","","","","","","","","","","","","","","","","arXiv:2505.00432","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VWYDGFPV","webpage","","","Ultimate Guide to Drone Cages: Types & Uses","","","","","https://www.flyability.com/blog/drone-cage","Explore the importance of drone cages for safety & inspection in confined spaces. Learn about the 3 types and uses for indoor drone inspections.","","2025-12-01 09:52:14","2025-12-01 09:52:16","2025-12-01 09:52:14","","","","","","","Ultimate Guide to Drone Cages","","","","","","","en","","","","","","","","","/home/dorten/Zotero/storage/KZKPAYH6/drone-cage.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HBYQIW89","webpage","","","Find Your Perfect FPV Drone Size for Optimal Use","https://vibms.com/","","","","https://vibms.com/what-size-fpv-drone-should-i-get/","Find the best FPV drone size for racing, cinematics, or payloads. Learn how sizes affect flight and avoid costly mistakes with expert insights.","","2026-01-04 17:43:34","2026-01-04 17:43:41","2026-01-04 17:43:34","","","","","","","","","","","","","","en_US","","","","","","","","","/home/dorten/Zotero/storage/TX2EB725/what-size-fpv-drone-should-i-get.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A9VPHRNP","journalArticle","2020","Gomez, Victor; Gomez, Nicolas; Rodas Benítez, Jorge; Paiva, Enrique; Saad, Maarouf; Gregor, Raul","Pareto Optimal PID Tuning for Px4-Based Unmanned Aerial Vehicles by Using a Multi-Objective Particle Swarm Optimization Algorithm","Aerospace","","","10.3390/aerospace7060071","","Unmanned aerial vehicles (UAVs) are affordable these days. For that reason, there are currently examples of the use of UAVs in recreational, professional and research applications. Most of the commercial UAVs use Px4 for their operating system. Even though Px4 allows one to change the flight controller structure, the proportional-integral-derivative (PID) format is still by far the most popular choice. A selection of the PID controller parameters is required before the UAV can be used. Although there are guidelines for the design of PID parameters, they do not guarantee the stability of the UAV, which in many cases, leads to collisions involving the UAV during the calibration process. In this paper, an offline tuning procedure based on the multi-objective particle swarm optimization (MOPSO) algorithm for the attitude and altitude control of a Px4-based UAV is proposed. A Pareto dominance concept is used for the MOPSO to find values for the PID comparing parameters of step responses (overshoot, rise time and root-mean-square). Experimental results are provided to validate the proposed tuning procedure by using a quadrotor as a case study.","2020-06-04","2026-01-03 18:28:08","2026-01-03 18:28:17","","","","","7","","Aerospace","","","","","","","","","","","","","ResearchGate","","","","/home/dorten/Zotero/storage/ZPIC4EMJ/Gomez et al. - 2020 - Pareto Optimal PID Tuning for Px4-Based Unmanned Aerial Vehicles by Using a Multi-Objective Particle.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3SAUZJ9A","journalArticle","2017","Faessler, Matthias; Falanga, Davide; Scaramuzza, Davide","Thrust Mixing, Saturation, and Body-Rate Control for Accurate Aggressive Quadrotor Flight","IEEE Robotics and Automation Letters","","2377-3766, 2377-3774","10.1109/LRA.2016.2640362","http://ieeexplore.ieee.org/document/7784809/","Quadrotors are well suited for executing fast maneuvers with high accelerations but they are still unable to follow a fast trajectory with centimeter accuracy without iteratively learning it beforehand. In this paper, we present a novel body-rate controller and an iterative thrust-mixing scheme, which improve the trajectory-tracking performance without requiring learning and reduce the yaw control error of a quadrotor, respectively. Furthermore, to the best of our knowledge, we present the ﬁrst algorithm to cope with motor saturations smartly by prioritizing control inputs which are relevant for stabilization and trajectory tracking. The presented body-rate controller uses LQR-control methods to consider both the body rate and the single motor dynamics, which reduces the overall trajectory-tracking error while still rejecting external disturbances well. Our iterative thrust-mixing scheme computes the four rotor thrusts given the inputs from a position-control pipeline. Through the iterative computation, we are able to consider a varying ratio of thrust and drag torque of a single propeller over its input range, which allows applying the desired yaw torque more precisely and hence reduces the yaw-control error. Our prioritizing motor-saturation scheme improves stability and robustness of a quadrotor’s ﬂight and may prevent unstable behavior in case of motor saturations. We demonstrate the improved trajectory tracking, yaw-control, and robustness in case of motor saturations in real-world experiments with a quadrotor.","2017-04","2026-01-03 16:57:47","2026-01-03 16:57:47","2026-01-03 16:57:47","476-482","","2","2","","IEEE Robot. Autom. Lett.","","","","","","","","en","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","DOI.org (Crossref)","","","","/home/dorten/Zotero/storage/34WWXY8V/Faessler et al. - 2017 - Thrust Mixing, Saturation, and Body-Rate Control for Accurate Aggressive Quadrotor Flight.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TJULP4KN","conferencePaper","2022","Azambuja, Ricardo de; Fouad, Hassan; Bouteiller, Yann; Sol, Charles; Beltrame, Giovanni","When Being Soft Makes You Tough: A Collision-Resilient Quadcopter Inspired by Arthropods' Exoskeletons","2022 International Conference on Robotics and Automation (ICRA)","","","10.1109/ICRA46639.2022.9811841","http://arxiv.org/abs/2103.04423","Flying robots are usually rather delicate and require protective enclosures when facing the risk of collision, while high complexity and reduced payload are recurrent problems with collision-resilient ﬂying robots. Inspired by arthropods’ exoskeletons, we design a simple, open source, easily manufactured, semi-rigid structure with soft joints that can withstand high-velocity impacts. With an exoskeleton, the protective shell becomes part of the main robot structure, thereby minimizing its loss in payload capacity. Our design is simple to build and customize using cheap components (e.g. bamboo skewers) and consumer-grade 3D printers. The result is CogniFly, a sub-250 g autonomous quadcopter that survives multiple collisions at speeds up to 7 m s−1. In addition to its collision-resilience, CogniFly carries sensors that allow it to ﬂy for approx. 17 min without the need of GPS or an external motion capture system, and it has enough computing power to run deep neural network models on-board. This structure becomes an ideal platform for high-risk activities, such as ﬂying in a cluttered environment or reinforcement learning training, by dramatically reducing the risks of damaging its own hardware or the environment. Source code, 3D ﬁles, instructions and videos are available (open source license) through the project’s website: https://thecogniﬂy.github.io.","2022-05-23","2026-01-02 19:05:44","2026-01-02 19:05:44","2026-01-02 19:05:44","7854-7860","","","","","","When Being Soft Makes You Tough","","","","","","","en","","","","","arXiv.org","","arXiv:2103.04423 [cs]","Comment: Author's version of the paper presented at ICRA 2022 (still waiting for the conference proceedings to be online). Added acknowledgements that were previously removed to fit 6+n ICRA 2022 page limits","/home/dorten/Zotero/storage/3CZ37J2G/Azambuja et al. - 2022 - When Being Soft Makes You Tough A Collision-Resilient Quadcopter Inspired by Arthropods' Exoskeleto.pdf","","","Computer Science - Robotics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LZFKWFNY","journalArticle","","Lerche, Alexander Niclas; Faina, Andres","SpinFly: UAV System for Active Inspection in the Pharmaceutical Industry","","","","","","Inspecting confined, GPS-denied environments within the pharmaceutical industry presents significant challenges for safety, efficiency, and data quality using traditional methods or existing Unmanned Aerial Vehicles (UAVs). This thesis investigates the development of SpinFly, a UAV system designed to address these challenges by integrating a protective structure with sensing capabilities for active inspection. SpinFly, built upon an open-source platform, features a 3D-printed hybrid PETG-TPU frame with a rotational outer shell coupled to a magnetic encoder, enabling contact-based odometry and enhanced collision resilience. Experimental drop tests demonstrated the system’s structural robustness, with the SpinFly drone withstanding repeated impacts from heights up to 200 cm without structural failure. Wall navigation tests, while hindered by flight instability and reliance on manual control, indicated that the magnetic encoder provided more consistent relative positional tracking along surfaces compared to the onboard IMU, though accurate long-distance traversal proved challenging due to intermittent wall contact. The findings suggest that leveraging a protective structure as an active sensing element is a feasible approach for UAVs in complex environments. However, realizing the full potential of SpinFly requires further development in flight stability, autonomous control, and sensor integration to overcome current limitations.","","2026-01-02 18:56:38","2026-01-02 18:56:38","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/home/dorten/Zotero/storage/Z66Z4XEL/Lerche and Faina - SpinFly UAV System for Active Inspection in the Pharmaceutical Industry.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HS8HNZ2M","webpage","0200","","Post-installation steps","Docker Documentation","","","","https://docs.docker.com/engine/install/linux-postinstall/","Find the recommended Docker Engine post-installation steps for Linux users, including how to run Docker as a non-root user and more.","0200","2026-01-20 09:57:08","2026-01-20 09:57:18","2026-01-20 09:57:08","","","","","","","","","","","","","","en","","","","","","","","","/home/dorten/Zotero/storage/X7P9A989/linux-postinstall.html","","Docker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZZPJN6KB","webpage","","","Setup ROS 2 with VSCode and Docker [community-contributed] — ROS 2 Documentation: Humble documentation","","","","","https://docs.ros.org/en/humble/How-To-Guides/Setup-ROS-2-with-VSCode-and-Docker-Container.html","","","2026-01-20 09:57:28","2026-01-20 09:57:39","2026-01-20 09:57:28","","","","","","","","","","","","","","","","","","","","","","","/home/dorten/Zotero/storage/HR87X3YS/Setup-ROS-2-with-VSCode-and-Docker-Container.html","","Docker; VS Code; ROS2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BB35XWPH","webpage","","","Remote Development using SSH","","","","","https://code.visualstudio.com/docs/remote/ssh","Developing on Remote Machines or VMs using Visual Studio Code Remote Development and SSH","","2026-01-20 09:58:40","2026-01-20 09:58:53","2026-01-20 09:58:40","","","","","","","","","","","","","","en","","","","","","","","","/home/dorten/Zotero/storage/ZTHQLYVU/ssh.html","","SSH; Pi; Remote","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XFHD2DL4","webpage","","","uORB Messaging | PX4 Guide (main)","","","","","https://docs.px4.io/main/en/middleware/uorb","","","2026-01-22 15:15:33","2026-01-22 15:16:48","2026-01-22 15:15:33","","","","","","","","","","","","","","","","","","","","","","","/home/dorten/Zotero/storage/CMRX9VL4/uorb.html","","ROS2; uORB; middleware; PX4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z68QIMDC","webpage","","","Master Thesis","","","","","https://www.overleaf.com/project/6921e1fe0ec34945e624ec0c","An online LaTeX editor that’s easy to use. No installation, real-time collaboration, version control, hundreds of LaTeX templates, and more.","","2026-01-22 17:05:05","2026-01-22 17:05:05","2026-01-22 17:05:05","","","","","","","","","","","","","","en","","","","","","","","","/home/dorten/Zotero/storage/47UAMZCG/6921e1fe0ec34945e624ec0c.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
